site;title;company;date_posted;job_type;skills;level;job_group;workplace;city;state;country;city_state;experience;education;programming_languages;languages
linkedin;Behavioural Researcher & Designer;Alicorp;24/02/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Mid-Level;Data Analyst;On Site;Lima;LIM;PE;Lima, Peru;3;Bachelor;;Spanish
linkedin;Practicante Pre profesional de Modelos;Banco Falabella Perú;24/02/2026;fulltime;SQL,Excel,Power BI,Tableau,Data Visualization;Mid-Level;Business Intelligence;Remote;Lima;LIM;PE;Lima, Peru;0;Bachelor;;English
linkedin;Agentic Software Engineer (Cursor) - Remote - Latin America;FullStack;24/02/2026;fulltime;PowerPoint, Chat GPT, Artificial Intelligence, Excel, Power BI;Mid-Level;Data Analyst;Hybrid;Piura;PIU;PE;Piura, Piura, Peru;3;Bachelor;SQL, Java;Spanish, English
linkedin;Senior AI Engineer (Remote - LATAM);Seagull;23/02/2026;fulltime;Office, SQL, Java;Lead;Business Intelligence;Remote;Lima;LIM;PE;Lima, Peru;7;Bachelor;;English
linkedin;Agentic Software Engineer (GitHub Copilot) - Remote - Latin America;FullStack;23/02/2026;fulltime;ERP, CPA, Google Sheets;Mid-Level;Business Intelligence;On Site;Lima;LIM;PE;Lima, Peru;0;Bachelor;SQL;Spanish
linkedin;Agentic Software Engineer (Claude Code) - Remote - Latin America;FullStack;23/02/2026;fulltime;SQL, Power BI, Excel, Jira;Lead;Data Analyst;On Site;Trujillo;TRU;PE;Trujillo, La Libertad, Peru;0;Bachelor;;Spanish
linkedin;Líder Técnico Implementador - Rubro Financiero;Manpower Perú;20/02/2026;fulltime;SQL,Excel,Power BI,Tableau,Data Visualization,Jira;Senior;Data Analyst;On Site;San Isidro;LIM;PE;San Isidro, Peru;7;Bachelor;SQL;Spanish
linkedin;QA AUTOMATIZADOR JUNIOR;NTT DATA Europe & Latam;19/02/2026;fulltime;Azure, SQL, Agile, AWS;Mid-Level;Data Analyst;Hybrid;Lima;LIM;PE;Lima, Peru;4;Bachelor;;Spanish, English
linkedin;DATA SCIENTIST (PROYECTO TEMPORAL);Alicorp;18/02/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Mid-Level;Data Analyst;Remote;Lima;LIM;PE;Lima, Peru;0;Bachelor;;English
linkedin;INGENIERO DE MACHINE LEARNING (PROYECTO TEMPORAL);Alicorp;18/02/2026;fulltime;Power BI,DAX,SQL,SSIS,Data Modeling;Lead;Data Analyst;On Site;Lima;LIM;PE;Lima, Peru;5;Bachelor;;Spanish
linkedin;Data Science Analyst;Banco Ripley Perú;17/02/2026;fulltime;Power BI,DAX,SQL,SSIS,Data Modeling;Mid-Level;Data Analyst;Hybrid;Lima;LIM;PE;Lima, Peru;5;Bachelor;;Spanish, English
linkedin;Developer CRM Dynamics;NTT DATA Europe & Latam;17/02/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Mid-Level;Business Intelligence;On Site;Lima;LIM;PE;Lima, Peru;0;Bachelor;;Spanish
linkedin;Data Engineer;Perform;17/02/2026;fulltime;Looker, Google Cloud;Lead;Data Engineer;Remote;Lima;LIM;PE;Lima, Peru;0;Bachelor;Python, SQL, DAX;English
linkedin;Test Lead;Confidential Careers;16/02/2026;fulltime;Python, SQL, DAX, Excel, Power BI, Machine Learning, Azure, Power Query;Mid-Level;Data Analyst;Hybrid;Lima;LIM;PE;Lima, Peru;0;Bachelor;SQL, R, JavaScript, CSS, DAX;Spanish, English
linkedin;Data Scientist;IDT Corporation;14/02/2026;fulltime;CSS, JavaScript, Agile, React, SSIS, SQL, DAX, SSAS, Tableau, R, Power BI, Azure, SSRS, AWS;Lead;Data Engineer;On Site;Lima;LIM;PE;Lima, Peru;5;Bachelor;SQL, R, JavaScript, CSS, DAX;Spanish
linkedin;DataOps Analyst;Credicorp Capital;13/02/2026;fulltime;CSS, JavaScript, Agile, React, SSIS, SQL, DAX, SSAS, Tableau, R, Power BI, Azure, SSRS, AWS;Senior;Business Intelligence;On Site;Lima;LIM;PE;Lima, Peru;3;Master;Python, SQL;Spanish
linkedin;Practicante Profesional de Desarrollo GenAI;NTT DATA Europe & Latam;13/02/2026;fulltime;Python, SQL, Looker, Excel, Power BI;Junior;Data Engineer;On Site;Magdalena del Mar;LIM;PE;Magdalena del Mar, Peru;3;Master;SQL;Spanish
linkedin;Analista de Servicio Viajes | Ssr -Senior;Softtek;12/02/2026;fulltime;SQL, ERP, Fabric, Power BI, , Azure;Mid-Level;Data Analyst;Remote;San Isidro;LIM;PE;San Isidro, Peru;0;Bachelor;;English
linkedin;Ingeniero de Desarrollo Digital- D0018;Komatsu-Mitsui Maquinarias Peru S.A.;10/02/2026;fulltime;Excel,SQL,Power BI,Data Visualization;Mid-Level;Data Engineer;On Site;Lima;LIM;PE;Lima, Peru;0;Bachelor;;Spanish
linkedin;Analista de Datos de Packing (Chincha);Proterra Perú;10/02/2026;fulltime;Agile, Excel, Power BI, , Master;Mid-Level;Business Intelligence;Remote;Chincha Alta;CHI;PE;Chincha Alta, Ica, Peru;0;MBA;Python, SQL;English
linkedin;Analista de Datos Cumplimiento;Caja Cencosud Scotiabank;10/02/2026;fulltime;Python, SQL, Looker, Excel, Power BI;Mid-Level;Data Analyst;Remote;Lima;LIM;PE;Lima, Peru;0;Bachelor;;English
linkedin;Desarrollador Planillas;Clinica Santa Isabel;7/02/2026;fulltime;Excel,SQL,Power BI,Data Visualization;Mid-Level;Data Analyst;Remote;San Borja;LIM;PE;San Borja, Peru;0;Bachelor;;English
linkedin;Technical Lead - Core Payments;Yuno;7/02/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Mid-Level;Data Analyst;Remote;Lima;LIM;PE;Lima, Peru;10;Bachelor;Python, SQL;English
linkedin;QA Engineer;Dynamic Devs;4/02/2026;fulltime;SQL, Power BI, Python;Junior;Business Intelligence;Hybrid;Lima;LIM;PE;Lima, Peru;0;Bachelor;;Spanish, English
linkedin;Ubuntu Core Software Engineer;Canonical;2/02/2026;fulltime;Power BI, Google Sheets, Excel, Jira;Mid-Level;Business Intelligence;On Site;Lima;LIM;PE;Lima, Peru;2;Bachelor;;Spanish
linkedin;Analista Junior de Datos;PROYECTA Perú;3/02/2026;fulltime;Power BI, Google Sheets, Excel, Jira;Senior;Business Intelligence;Hybrid;Santiago de Surco;LIM;PE;Santiago de Surco, Peru;0;Bachelor;;Spanish, English
linkedin;IA Engineer Senior;Scotiabank;5/02/2026;fulltime;Power BI, Google Sheets, Excel, Jira;Mid-Level;Data Analyst;Remote;San Isidro;LIM;PE;San Isidro, Peru;5;Bachelor;;English
indeed;SRE & Cloud Engineer;_coderio;11/03/2026;fulltime;Excel,SQL,Power BI,Data Visualization;Mid-Level;Data Analyst;On Site;Remote;LIM;PE;Remote, PE;3;Bachelor;;Spanish
indeed;Data Engineer;Praxis Mexico;11/03/2026;fulltime;Excel,  MBA, Master;Mid-Level;Data Engineer;On Site;San Isidro;LIM;PE;San Isidro, LIM, PE;2;Bachelor;;Spanish
indeed;Lead Product Manager Strategist (Advanced English) - PE;Thoughtworks;11/03/2026;fulltime;Power BI, Looker;Mid-Level;Data Analyst;On Site;Lima;LIM;PE;Lima, LIM, PE;0;Bachelor;SQL;Spanish
indeed;Data Analyst Senior;S.A.C.I. Falabella;10/03/2026;fulltime;Azure, SQL, Databricks, GitHub;Mid-Level;Data Analyst;Remote;Lima;LIM;PE;Lima, LIM, PE;0;Bachelor;Python, SQL;English
indeed;Salesforce Developer - Remote, Latin America;Bluelight Consulting;8/03/2026;fulltime;Python, Spark, SQL, Excel, Power BI, Azure, Databricks;Senior;Data Analyst;On Site;Arequipa;ARE;PE;Arequipa, ARE, PE;3;Bachelor;;Spanish
indeed;Laravel Engineer with MySQL Tuning Experience (Remote, LATAM);Bluelight Consulting;8/03/2026;fulltime;Power BI, SAP, Excel;Mid-Level;Data Analyst;Remote;Chimbote;CHI;PE;Chimbote, ANC, PE;0;Bachelor;Python, SQL;English
indeed;Senior Azure DevOps Engineer;Bluelight Consulting;8/03/2026;fulltime;Python, Agile, React, SQL, ;Junior;Data Analyst;Remote;Huancayo;HUA;PE;Huancayo, JUN, PE;0;Bachelor;;English
indeed;Desarrollador Backend;BIERA CORPORATION SAC;6/03/2026;fulltime;Office, Power BI, Jira;Mid-Level;Data Analyst;Remote;Remote;LIM;PE;Remote, PE;2;Bachelor;Python, SQL;English
indeed;Data Engineer (Semi Senior / Senior);Amaris Consulting;5/03/2026;fulltime;SQL, Python, Looker, Excel;Mid-Level;Data Engineer;On Site;Lima;LIM;PE;Lima, LIM, PE;0;Bachelor;Python, SQL;Spanish
indeed;Líder Ténico IA;NTT DATA;5/03/2026;fulltime;SQL, Python, Looker;Mid-Level;Data Analyst;On Site;Lima;LIM;PE;Lima, LIM, PE;0;Bachelor;SQL, DAX;Spanish
indeed;Administrador de Base de datos (Cloud) - Multicloud Database Operation Specialist;Soluciones Orion;4/03/2026;fulltime;SQL, DAX, SAP, , Excel, Salesforce, Power BI, , Power Automate, Power Pivot, Power Query, VBA;Senior;Data Engineer;Remote;Miraflores;LIM;PE;Miraflores, LIM, PE;0;Bachelor;SQL, DAX;English
indeed;Senior Cloud & Integration Engineer;_coderio;2/03/2026;fulltime;SQL, DAX, SAP, , Excel, Salesforce, Power BI, , Power Automate, Power Pivot, Power Query, VBA;Mid-Level;Data Analyst;Hybrid;Remote;LIM;PE;Remote, PE;0;Bachelor;;Spanish, English
indeed;Data Engineer AWS;ZAT;2/03/2026;fulltime;CMA, SAP, CPA, MBA, Master;Mid-Level;Data Engineer;On Site;Miraflores;LIM;PE;Miraflores, LIM, PE;0;Bachelor;SQL;Spanish
indeed;Data Engineer;JOYIT;2/03/2026;fulltime;Snowflake, SQL, ERP, Power BI, Azure, AWS;Mid-Level;Data Engineer;On Site;Lima;LIM;PE;Lima, LIM, PE;0;Bachelor;;Spanish
indeed;AI/ML Engineer;JOYIT;2/03/2026;fulltime;Artificial Intelligence;Mid-Level;Data Analyst;Remote;Lima;LIM;PE;Lima, LIM, PE;0;Bachelor;;English
indeed;Client Partner [Open All Latam];Tekton Labs;1/03/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Mid-Level;Data Analyst;On Site;Remote;LIM;PE;Remote, PE;0;Bachelor;;Spanish
indeed;Senior Integration & Cloud Engineer (AWS / Kafka / MQ);_coderio;27/02/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Senior;Data Analyst;Hybrid;Remote;LIM;PE;Remote, PE;2;Bachelor;;Spanish, English
indeed;QA Automation Engineer;Resourceful Talent Group;26/02/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Mid-Level;Data Analyst;On Site;Lima;LIM;PE;Lima, LIM, PE;0;Bachelor;Python, SQL;Spanish
indeed;QA Data Analyst;Perú Apps & Moventi;23/02/2026;fulltime;Python, SciKit, SQL, NumPy, Tableau, Power BI, Pandas, Machine Learning, Azure, Tensor Flow, AWS;Mid-Level;Business Intelligence;On Site;San Isidro;LIM;PE;San Isidro, LIM, PE;3;Bachelor;Python, SQL;Spanish
indeed;Administrador de Base de datos (Cloud) - Multicloud Database Operation Specialist;Soluciones Orion;23/02/2026;fulltime;SQL, Python;Senior;Data Engineer;Remote;Miraflores;LIM;PE;Miraflores, LIM, PE;0;Bachelor;Python, SQL, C#;English
indeed;IA Engineer Senior;Scotiabank;22/02/2026;fulltime;Python, Spark, C#, SQL, , AWS;Mid-Level;Data Engineer;On Site;San Isidro;LIM;PE;San Isidro, LIM, PE;0;Bachelor;Python, SQL;Spanish
indeed;Ingeniero de Proyecto;AFRY;20/02/2026;fulltime;Python, SciKit, Artificial Intelligence, SQL, Tableau, , Pandas;Mid-Level;Data Engineer;Remote;Lima;LIM;PE;Lima, LIM, PE;6;Bachelor;Python, SQL;English
indeed;Senior IT Engineer (Remote - Peru);My VA Support;20/02/2026;fulltime;Python, SQL, Power BI, Azure, Databricks;Mid-Level;Data Analyst;Hybrid;Remote;LIM;PE;Remote, PE;4;Bachelor;SQL;Spanish, English
indeed;Technical Lead (Java, Python + AWS);Encora;20/02/2026;fulltime;Spark, Airflow, SQL, Google Cloud, Azure, Databricks, AWS;Mid-Level;Data Analyst;On Site;Lima;LIM;PE;Lima, LIM, PE;3;Bachelor;SQL, DAX;Spanish
indeed;Cloud Platform Operations Engineer SR.;Millicom;19/02/2026;fulltime;SQL, DAX, AWS, Power BI;Lead;Data Engineer;Hybrid;El Salvador;LIM;PE;El Salvador, LLI, PE;1;Bachelor;Python, SQL;Spanish, English
indeed;AI Engineer;Vikara.AI;16/02/2026;fulltime;Python, Spark, Airflow, SQL, Docker, Azure, AWS;Mid-Level;Data Engineer;Remote;Remote;LIM;PE;Remote, PE;0;Bachelor;SQL;English
indeed;Data Analyst Senior;S.A.C.I. Falabella;16/02/2026;fulltime;SQL, Oracle, Google Cloud, Azure, MongoDB, AWS;Mid-Level;Data Analyst;Hybrid;Lima;LIM;PE;Lima, LIM, PE;2;Bachelor;;Spanish, English
indeed;Customer care representative- intermediate (DataTree Data Sales Engineer) - FA DBS - TELUS Digital SV;TELUS Digital;26/01/2026;fulltime;Python,SQL,Azure,Data Pipelines;Mid-Level;Business Intelligence;On Site;El Salvador;LIM;PE;El Salvador, LLI, PE;1;Bachelor;Python, SQL;Spanish
indeed;Research Engineer Intern (Video/Multimodal LLM);Tether Operations Limited;27/11/2025;fulltime;Python, Spark, SQL, Azure, AWS;Mid-Level;Data Analyst;On Site;Lima;LIM;PE;Lima, LIM, PE;5;Bachelor;Python, SQL;Spanish
indeed;SAP-Azure Data Engineer;Agentic Dream;4/09/2024;fulltime;Python, Spark, SQL, Azure, Databricks, AWS;Mid-Level;Data Analyst;Remote;Remote;LIM;PE;Remote, PE;8;Bachelor;;English
linkedin;Analista de Datos Jr.;Inetum;12/03/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Mid-Level;Business Intelligence;Remote;Lima;LIM;PE;Lima, Peru;0;Bachelor;;English
linkedin;Ingeniero de Datos;Inetum;12/03/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Mid-Level;Data Engineer;Remote;Lima;LIM;PE;Lima, Peru;0;Bachelor;;English
linkedin;Analista / Integrador de Datos - Azure;Inetum;12/03/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Senior;Data Scientist;Hybrid;San Isidro;LIM;PE;San Isidro, Peru;0;Bachelor;;Spanish, English
linkedin;Data Analyst;Publicis Groupe;12/03/2026;fulltime;Oracle, SAP, ERP;Mid-Level;Business Intelligence;Remote;Lima;LIM;PE;Lima, Peru;3;Bachelor;;English
linkedin;Pivot Analista / Integrador de Datos - Azure;Inetum;12/03/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Mid-Level;Data Scientist;Remote;San Isidro;LIM;PE;San Isidro, Peru;0;Master;;English
linkedin;Custodio Técnico de Datos;Inetum;12/03/2026;fulltime;SQL,Excel,Power BI,Tableau,Data Visualization;Mid-Level;Data Scientist;On Site;Lima;LIM;PE;Lima, Peru;4;Master;;Spanish
linkedin;Data Integration Engineer Principiante Avanzado BCP;Inetum;12/03/2026;fulltime;PowerPoint, Chat GPT, Artificial Intelligence, Excel, Power BI;Senior;Business Intelligence;Remote;Lima;LIM;PE;Lima, Peru;0;Bachelor;SQL, Java;English
linkedin;Analista Acsel X;Inetum;12/03/2026;fulltime;Office, SQL, Java;Mid-Level;Data Engineer;On Site;San Isidro;LIM;PE;San Isidro, Peru;0;Bachelor;;Spanish
linkedin;Multicloud Database  Operation Specialist;Orion LATAM;12/03/2026;fulltime;ERP, CPA, Google Sheets;Mid-Level;Data Engineer;On Site;Miraflores;LIM;PE;Miraflores, Lima, Peru;0;MBA;SQL;Spanish
linkedin;Lead Software Engineer;Empresa Confidencial;12/03/2026;fulltime;SQL, Power BI, Excel, Jira;Mid-Level;Data Engineer;On Site;San Borja;LIM;PE;San Borja, Peru;0;Bachelor;;Spanish
linkedin;DATA ANALYST JR;Banco de Crédito BCP;11/03/2026;fulltime;SQL,Excel,Power BI,Tableau,Data Visualization,Jira;Mid-Level;Data Analyst;Remote;Lima;LIM;PE;Lima, Peru;0;Bachelor;SQL;English
linkedin;Data Engineer AWS Junior (Sector Bancario);Entelgy;11/03/2026;fulltime;Azure, SQL, Agile, AWS;Mid-Level;Data Engineer;On Site;Lima;LIM;PE;Lima, Peru;0;Bachelor;;Spanish
linkedin;Data Engineer;Perform;11/03/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Senior;Data Analyst;Remote;Lima;LIM;PE;Lima, Peru;0;Bachelor;;English
linkedin;Especialista de Analítica de Negocios Personas;BanBif - Banco Interamericano de Finanzas;11/03/2026;fulltime;Power BI,DAX,SQL,SSIS,Data Modeling;Mid-Level;Data Analyst;On Site;San Isidro;LIM;PE;San Isidro, Peru;0;Bachelor;;Spanish
linkedin;Ingeniero de Datos;TCONTAKTO SAC;10/03/2026;fulltime;Power BI,DAX,SQL,SSIS,Data Modeling;Mid-Level;Data Engineer;Remote;Lima;LIM;PE;Lima, Peru;0;Bachelor;;English
linkedin;Data Developer Junior;NEORIS;10/03/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Mid-Level;Data Analyst;Hybrid;Lima;LIM;PE;Lima, Peru;1;Master;;Spanish, English
linkedin;Data Analyst Junior;Match Personnel;10/03/2026;fulltime;Looker, Google Cloud;Mid-Level;Data Analyst;Hybrid;Lima;LIM;PE;Lima, Peru;0;Bachelor;Python, SQL, DAX;Spanish, English
linkedin;Python Cloud Software Engineer - Ansible, Terraform, Kubernetes - PE;Whitestack;10/03/2026;fulltime;Python, SQL, DAX, Excel, Power BI, Machine Learning, Azure, Power Query;Mid-Level;Business Intelligence;Remote;Santiago de Surco;LIM;PE;Santiago de Surco, Peru;0;Master;SQL, R, JavaScript, CSS, DAX;English
linkedin;Staff Backend (Python) Engineer, AI Engineering:Duo Chat;GitLab;10/03/2026;fulltime;CSS, JavaScript, Agile, React, SSIS, SQL, DAX, SSAS, Tableau, R, Power BI, Azure, SSRS, AWS;Mid-Level;Business Intelligence;On Site;Americas;APU;PE;Americas, Apurímac, Peru;5;Bachelor;SQL, R, JavaScript, CSS, DAX;Spanish
linkedin;Java Cloud Software Engineer - Networking - PE;Whitestack;10/03/2026;fulltime;CSS, JavaScript, Agile, React, SSIS, SQL, DAX, SSAS, Tableau, R, Power BI, Azure, SSRS, AWS;Mid-Level;Data Analyst;On Site;Santiago de Surco;LIM;PE;Santiago de Surco, Peru;0;Bachelor;Python, SQL;Spanish
linkedin;DATA ANALYST;Havas Perú;10/03/2026;fulltime;Python, SQL, Looker, Excel, Power BI;Mid-Level;Business Intelligence;On Site;Lima;LIM;PE;Lima, Peru;5;Bachelor;SQL;Spanish
linkedin;Data Analytics Business Partner LATAM;Roche;10/03/2026;fulltime;SQL, ERP, Fabric, Power BI, , Azure;Mid-Level;Data Analyst;Hybrid;Lima;LIM;PE;Lima, Peru;2;Bachelor;;Spanish, English
linkedin;Ingeniero de datos;VASS;9/03/2026;fulltime;Excel,SQL,Power BI,Data Visualization;Mid-Level;Data Engineer;Remote;Lima;LIM;PE;Lima, Peru;5;Bachelor;;English
linkedin;Data Engineer;Bluetab, an IBM Company;9/03/2026;fulltime;Agile, Excel, Power BI, , Master;Senior;Data Engineer;Remote;Lima;LIM;PE;Lima, Peru;0;MBA;Python, SQL;English
linkedin;Analista de Data;Empresa Confidencial;9/03/2026;fulltime;Python, SQL, Looker, Excel, Power BI;Senior;Business Intelligence;Remote;Lima;LIM;PE;Lima, Peru;0;Bachelor;;English
linkedin;ANALISTA DE DATOS - TELEMARKETING;Evaluar;6/03/2026;fulltime;Excel,SQL,Power BI,Data Visualization;Lead;Business Intelligence;Remote;Lima;LIM;PE;Lima, Peru;3;Bachelor;;English
linkedin;Científico de datos;Universidad Científica del Sur;6/03/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Mid-Level;Data Engineer;Remote;Lima;LIM;PE;Lima, Peru;2;Bachelor;Python, SQL;English
linkedin;Mobile Software Engineer - Remote - Latin America;FullStack;6/03/2026;fulltime;SQL, Power BI, Python;Senior;Data Engineer;Hybrid;Lima;LIM;PE;Lima, Peru;5;Bachelor;;Spanish, English
linkedin;Data Engineer (Semi Senior / Senior);Amaris Consulting;5/03/2026;fulltime;Power BI, Google Sheets, Excel, Jira;Mid-Level;Data Engineer;Remote;Lima;LIM;PE;Lima, Peru;8;Bachelor;;English
linkedin;Analista de datos Operaciones y Servicios Agrícolas;Grupo Vanguard Internacional;5/03/2026;fulltime;Power BI, Google Sheets, Excel, Jira;Senior;Business Intelligence;Remote;Ica;ICA;PE;Ica, Ica, Peru;0;Bachelor;;English
linkedin;Practicante Profesional de BI;Universidad Norbert Wiener;5/03/2026;fulltime;Power BI, Google Sheets, Excel, Jira;Lead;Business Intelligence;On Site;Lima;LIM;PE;Lima, Peru;3;Bachelor;;Spanish
linkedin;Integrador de datos- Azure Data Factory;Inetum;4/03/2026;fulltime;Excel,SQL,Power BI,Data Visualization;Mid-Level;Data Analyst;Hybrid;Lima;LIM;PE;Lima, Peru;4;Bachelor;;Spanish, English
linkedin;Senior Data Scientist;Metova;4/03/2026;fulltime;Excel,  MBA, Master;Mid-Level;Business Intelligence;On Site;Lima;LIM;PE;Lima, Peru;3;Bachelor;;Spanish
linkedin;Practicante de Automatización: Gestión de Indicadores;Benoti;4/03/2026;fulltime;Power BI, Looker;Mid-Level;Data Analyst;On Site;Callao;CAL;PE;Callao, Constitutional Province of Callao, Peru;0;Bachelor;SQL;Spanish
linkedin;Analista de datos;GEOHidráulica;3/03/2026;fulltime;Azure, SQL, Databricks, GitHub;Lead;Data Analyst;Remote;Ate;LIM;PE;Ate, Peru;7;Bachelor;Python, SQL;English
linkedin;Software Engineer II;OpenLoop;3/03/2026;fulltime;Python, Spark, SQL, Excel, Power BI, Azure, Databricks;Mid-Level;Business Intelligence;Remote;Lima;LIM;PE;Lima, Peru;0;Bachelor;;English
linkedin;Senior Data Engineer (SnowFlake + AI) - Remote - Latin America;FullStack;3/03/2026;fulltime;Power BI, SAP, Excel;Lead;Data Engineer;Remote;Chiclayo;CHI;PE;Chiclayo, Lambayeque, Peru;0;Bachelor;Python, SQL;English
linkedin;Junior Data Engineer;Havas Perú;2/03/2026;fulltime;Python, Agile, React, SQL, ;Senior;Data Engineer;On Site;Lima;LIM;PE;Lima, Peru;7;Bachelor;;Spanish
linkedin;Practicante Data Engineer;Grupo Efe;28/02/2026;fulltime;Office, Power BI, Jira;Mid-Level;Data Engineer;Hybrid;Santiago de Surco;LIM;PE;Santiago de Surco, Peru;0;Bachelor;Python, SQL;Spanish, English
linkedin;Sr. Data Engineer;Apply Digital;28/02/2026;fulltime;SQL, Python, Looker, Excel;Lead;Data Engineer;On Site;Lima;LIM;PE;Lima, Peru;5;Bachelor;Python, SQL;Spanish
linkedin;Senior Data Engineer - Remote - Latin America;FullStack;28/02/2026;fulltime;SQL, Python, Looker;Mid-Level;Data Engineer;On Site;Chiclayo;CHI;PE;Chiclayo, Lambayeque, Peru;5;Bachelor;SQL, DAX;Spanish
linkedin;Senior Data Engineer Databricks;Encora Inc.;27/02/2026;fulltime;SQL, DAX, SAP, , Excel, Salesforce, Power BI, , Power Automate, Power Pivot, Power Query, VBA;Mid-Level;Data Engineer;On Site;Lima;LIM;PE;Lima, Peru;0;Bachelor;SQL, DAX;Spanish
linkedin;Lead Data Engineer;Perform;25/02/2026;fulltime;SQL, DAX, SAP, , Excel, Salesforce, Power BI, , Power Automate, Power Pivot, Power Query, VBA;Lead;Data Engineer;Hybrid;Lima;LIM;PE;Lima, Peru;0;Bachelor;;Spanish, English
linkedin;Senior Data Platform Engineer - Remote - Latin America;FullStack;25/02/2026;fulltime;CMA, SAP, CPA, MBA, Master;Mid-Level;Data Engineer;On Site;Arequipa;ARE;PE;Arequipa, Arequipa, Peru;0;Master;SQL;Spanish
linkedin;Agentic Software Engineer (GitHub Copilot) - Remote - Latin America;FullStack;23/02/2026;fulltime;Snowflake, SQL, ERP, Power BI, Azure, AWS;Lead;Data Analyst;On Site;Cusco;CUS;PE;Cusco, Cusco, Peru;5;Bachelor;;Spanish
linkedin;Senior Product Manager (Platform);SE Ranking;23/02/2026;fulltime;Artificial Intelligence;Senior;Data Engineer;Hybrid;26 de Octubre;PIU;PE;26 de Octubre, Piura, Peru;3;Master;;Spanish, English
linkedin;Intermediate Site Reliability Engineer, Tenant Scale: Tenant Services;GitLab;21/02/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Junior;Business Intelligence;On Site;Americas;APU;PE;Americas, Apurímac, Peru;3;Bachelor;;Spanish
linkedin;Practicante de Mejora Continua;Banco Falabella Perú;19/02/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Mid-Level;Data Engineer;On Site;Lima;LIM;PE;Lima, Peru;0;Bachelor;;Spanish
linkedin;Data Engineer Senior;Indra Group;18/02/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Mid-Level;Data Analyst;Remote;San Isidro;LIM;PE;San Isidro, Peru;0;Bachelor;Python, SQL;English
